text_id,source_type,title,author,year,raw_text
BL-DT-0092,exhibition_guide,Hans Sloane and the Origins of the British Museum,Dr. Catherine Okonkwo,1984,"Sir Hans Sloane's collection of natural curiosities, bequeathed to the nation in 1753, formed the nudeus of what would become both the British
 Museum and the Natural History Museum. His catalogue of Jamaican plants remains a foundational text of tropical botany."
BL-DT-0093,historical_record,William Morris and the Arts and Crafts Movement,Dr. Mei-Lin Chen,2011,"[Digitised by the British Library, 2006]

William Morris's Arts and Crafts movement sought to revive traditional craftsmanship in the face of industrial mass production. His wallpaper designs, textiles, and typefaces combined medieval aesthetics with a socialist vision of dignified labour."
BL-DT-0094,letter,Iron Production and the Industrial Revolution,Dr. Thomas Blackwood,1899,"--- British Library Digitised Archive --- Page 146

Iron production in Britain increased twentyfold between 1750 and 1850, driven by innovations such as Abraham​ Darby's coke smelting process and Henry Cort's puddling​ and rolling technique. Cheap iron made possible bridges, railways, and the structural frames of factories."
BL-DT-0095,historical_record,Babbage's Difference Engine,Dr. Ananya Krishnamurthy,1932,"Charles Babbage's Difference Engine, designed in the 1820s, was intended to mechanise the calculation of mathematica1 tables. Though never completed in his 1ifetime, a full-scale working model was constructed from his original plans at the Science Museum in 1991. For access requests, email research@humanities.ox.ac.uk or call +44 20 7946 0958"
BL-DT-0096,research_paper,Ada Lovelace and the First Programme,Dr. Fatima Al-Rashid,1935,"--- British Library Digitised Archive --- Page 41

Ada Lovelace's notes on Babbage's Analytical Engine, published in 1843, contain what is widely regarded as the first computer programme. Her insight that the machine could manipulate symbols according to rules, not merely calculate numbers, was decades ahead of its time."
BL-DT-0097,historical_record,Constable and the English Landscape,Dr. Hannah Westcott,1969,"<p>John Constable's landscapes of the Suffolk countryside, particularly The Hay Wain and Dedham Vale, established a tradition of English landscape painting rooted in direct observation</p>. His cloud studies, painted en plein air, were pioneering exercises in atmospheric realism."
BL-DT-0098,manuscript,Milton's Paradise Lost,Dr. Oluwaseun Adeyemi,1927,"John Milton's Paradise Lost, composed whi1e the poet was blind and in political disgrace, retells the Biblical story of the Fa1l with extraordinary ambition and psychological depth. Its opening lines, invoking the 'great argument' to 'justify the ways of God to men', remain among the most famous in English literature."
BL-DT-0099,research_paper,The Great Exhibition of 1851,Dr. Amara Osei,1919,"The Great Exhibition of 1851, housed in Joseph Paxton's​ Crystal Palace in Hyde​ Park, showcased the industrial might of the British Empire. <p>Over six million visitors marvelled at machinery, raw materials, and manufactured  goods from  around the world.</p>"
BL-DT-0100,historical_record,Herschel's Discovery of Uranus,Dr. Catherine Okonkwo,2013,"BL Digital Collections | Catalogue Ref: BL/LT/7890 | Page 128

William Herschel's discovery of Uranus in 1781 was the first identification of a new planet since antiquity. Working from his garden in Bath with a homemade reflecting telescope, Herschel initially believed he had found a comet. For enquiries contact help@digitalcollections.bl.uk"
BL-DT-0101,exhibition_guide,The Pre-Raphaelite Brotherhood,Prof. David Attenborough-Clarke,1936,"BL Digital Collections | Catalogue Ref: BL/EG/0123 | Page 120

The Pre-Raphaelite Brotherhood, founded in 1848 by Dante Gabriel​ Rossetti, John Everett Millais, and William Holman Hunt, rejected what they saw  as the​ formulaic conventions of academic painting<br/>. Their vivid colours, meticulous detail,  and literary subjects were initially denounced by critics."
BL-DT-0102,historical_record,Johnson's Dictionary of the English Language,Dr. Hannah Westcott,1985,"Samuel Johnson's Dictionary of the English Language, published in 1755, was the most comprehensive English dictionary of its era. <em>Johnson worked largely alone, defining over 42,000 words with characteristic wit: his definition of oats as 'a grain which in England is generally given to horses, but in Scotland supports the people' is still quoted.</em>"
BL-DT-0103,letter,Alfred Russel Wallace and Natural Selection,Dr. Benjamin Ashworth,1972,"[Digitised by the British Library, 2006]

Alfred Russel Wallace independently​ conceived the theory​ of natural​ selection while suffering from malaria in the Malay Archipelago. His  paper, presented jointly with  Darwin's at the Linnean Society in 1858, received remarkably​ little immediate attention."
BL-DT-0104,historical_record,Faraday and Electromagnetic Induction,Dr. Oluwaseun Adeyemi,2012,"Michael Faraday's experiments at the Royal Institution​ in  the 1830s  established the principles of electromagnetic induction. His discovery that a changing magnetic field produces​ an electric current underpins every electric generator and transformer​ in use today.​

Page 129 of 136 -- British Library Digital Collection"
BL-DT-0105,letter,Henry Moore's Monumental Sculptures,Prof. Elizabeth Montagu,1994,"Henry Moore's monumental sculptures, with their organic forms and pierced surfaces, drew on the collections of the British Museum. <div>His reclining figures, installed in landscapes across the world, established a distinctly British contribution to international modernism.</div>"
BL-DT-0106,research_paper,Illuminated Manuscripts of Medieval Britain,Prof. James Hartley,1948,"The illuminated​ manuscripts of​ medieval Britain represent some of the finest​ examples of European book art. The  Lindisfarne Gospels, created around 700 CE on the island of Lindisfarne, combine Celtic, Germanic, and Mediterranean decorative traditions in pages of​ breathtaking complexity."
BL-DT-0107,research_paper,The English Renaissance in Literature and Music,Prof. George Stephenson-Wright,1950,"The English Renaissance saw a flowering of literature, music, and architecture. <p>The poetry of Edmund Spenser, the music of Thomas Tallis, and the great prodigy houses of the Elizabethan era all drew on Continental influences while developing a distinctively English character.</p>

--- British Library Digitised Archive --- Page 181"
BL-DT-0108,exhibition_guide,Jenner and the Smallpox Vaccine,Prof. Elizabeth Montagu,1941,"Edward Jenner's development of the smallpox vaccine in 1796, using material from cowpox lesions, was initially met with scepticism and ridicule. Within a decade, vaccination had spread across Europe, and smallpox, which had killed millions, was on the path to eventual eradication."
BL-DT-0109,historical_record,William Smith and the Geological Map of England,Prof. David Attenborough-Clarke,1969,"The geological collections at the British Museum include specimens gathered by William Smith, the father of English geology. His 1815 geological map of England and Wales was the first of its kind and demonstrated that rock strata could be identified by their characteristic fossils.<br/>

BL Digital Collections | Catalogue Ref: BL/LT/7890 | Page 123"
BL-DT-0110,research_paper,Herschel's Discovery of Uranus,Prof. Margaret Cavendish-Scott,1944,"William Herschel's discovery of Uranus in 1781 was the first identification of a new p1anet since antiquity. Working from his garden in Bath with a homemade reflecting te1escope, Herschel initially believed he had found a comet."
BL-DT-0111,historical_record,The Victorian Workhouse,Dr. Hannah Westcott,1930,"The Victorian workhouse, established under the New Poor Law of 1834, was deliberately designed to deter all but the most desperate. Families were separated, meals were monotonous, and inmates wore uniforms<br/>. Dickens drew on these conditions for Oliver Twist.

Page 184 of 219 -- British Library Digital Collection"
BL-DT-0112,manuscript,Turner and the Anticipation of Impressionism,Prof. David Attenborough-Clarke,1952,"--- British Library Digitised Archive --- Page 197

J.M.W. Turner's later paintings, with their dissolving forms and luminous colour, anticipated Impressionism by several decades. His bequest to the nation included nearly 300 oil paintings and over 30,000 works on paper, now housed in the Clore Gallery at Tate Britain."
BL-DT-0113,letter,William Morris and the Arts and Crafts Movement,Dr. Hannah Westcott,1999,"William Morris's Arts and Crafts movement sought to revive traditional craftsmanship in the face of industrial mass production. <div>His wallpaper designs, textiles, and typefaces combined medieval aesthetics with a socialist vision of dignified labour.</div>

BL Digital Collections | Catalogue Ref: BL/LT/7890 | Page 155"
